state,City,S&E,S&E-related,STEM Middle-skill
MI,Coleman,1,0,0
MI,Coloma,0,1,0
MI,Commerce,0,2,0
MI,Commerce Township,0,1,1
MI,Commerce Twp,2,0,1
MI,Commerce Twp.,0,0,1
MI,Comstock Park,0,0,2
MI,Concord,1,0,0
MI,Constantine,0,1,2
MI,Coopersville,3,4,1
MI,Corunna,0,0,1
MI,Coton Township,0,2,0
MI,Covert,1,0,0
MI,DAVISON,0,0,1
MI,DEARBORN,4,0,3
MI,DEARBORN HEIGHTS,0,0,2
MI,DETROIT,65,2,19
MI,DEXTER,0,0,1
MI,Davison,0,3,0
MI,Dearborn,379,71,29
MI,Dearborn Heights,0,1,0
MI,"Dearborn, MI",1,0,0
MI,Decatur,0,0,1
MI,Detriot,1,0,0
MI,Detroit,484,859,102
MI,Detroit Area,0,0,1
MI,Detroit/Ann Arbor,5,1,2
MI,Dewitt,0,1,1
MI,Dexter,1,2,1
MI,Dimondale,3,1,0
MI,Dowagiac,1,4,3
MI,Dundee,4,1,0
MI,Durand,0,0,3
MI,EAST LANSING,2,0,1
MI,EATON RAPIDS,0,0,1
MI,ESCANABA,0,0,2
MI,East China,0,4,0
MI,East Lansing,24,4,1
MI,East Tawas,1,1,1
MI,Eastpointe,1,3,0
MI,Eaton Rapids,0,1,0
MI,Eau Claire,0,1,0
MI,Ecorse,1,0,0
MI,Elkhart,1,0,0
MI,Empire,0,0,1
MI,Erie,0,0,2
MI,Escanaba,3,13,2
MI,Escanaba Iron Mountain Marquette,0,0,1
MI,Ewen,0,0,1
MI,FARMINGTON,0,2,0
MI,FARMINGTON HILLS,3,0,1
MI,FENTON,0,0,1
MI,FLINT,0,0,2
MI,FREMONT,0,1,0
MI,Fairview,1,1,1
MI,Farmington,4,0,0
MI,Farmington Hills,135,52,14
MI,FarmingtonHill,1,0,0
MI,Farwell,0,2,0
MI,Fenton,2,6,2
MI,Ferndale,0,2,2
MI,Flat Rock,8,1,2
MI,Flint,15,52,8
MI,Flint MI,0,1,0
MI,Forest Hills,0,0,1
MI,Fort Custer,0,0,2
MI,Fort Gratiot Twp,0,0,1
MI,Fowlerville,0,1,1
MI,Frankenmuth,0,2,0
MI,Franklin,0,0,2
MI,Fraser,2,5,2
MI,Fremont,1,2,3
MI,Fruitport,0,1,0
MI,Fulton,0,1,0
MI,GAYLORD,0,0,2
MI,GRAND BLANC,1,0,0
MI,GRAND HAVEN,1,1,2
MI,GRAND RAPIDS,19,59,4
MI,GRANDVILLE,0,0,2
MI,GRAYLING,0,2,0
MI,GREENVILLE,0,4,2
MI,Galesburg,5,1,0
MI,Garden City,0,31,0
MI,Garfield,0,0,1
MI,Gaylord,2,4,1
MI,Genesee,0,0,1
MI,Gladwin,0,0,1
MI,Glen Allen; Van Buren Township,1,0,0
MI,Gobles,0,1,0
MI,Grand,0,4,0
MI,Grand Blanc,2,9,4
MI,Grand Haven,5,3,3
MI,Grand Ledge,1,0,1
MI,"Grand Ledge, MI",0,0,1
MI,Grand Rapids,236,104,74
MI,Grand rapids,0,0,1
MI,Grandville,0,2,0
MI,Grass Lake,1,0,0
MI,Grayling,2,3,5
MI,Greater Detroit,1,0,0
MI,Green Oak Township,0,0,1
MI,Greenville,3,0,3
MI,Grosse Pointe,1,35,0
MI,Grosse Pointe Woods,0,4,0
MI,HARPER WOODS,0,0,1
MI,HASTINGS,0,1,0
MI,HESPERIA,0,1,0
MI,HIGHLAND PARK,2,0,2
MI,HOLLAND,11,10,8
MI,HOMER,1,0,0
MI,HOUGHTON,0,1,1
MI,HOUGHTON LAKE,0,1,0
MI,HOWELL,0,0,1
MI,HUDSONVILLE,0,1,2
MI,Hale,0,0,1
MI,Hamburg,0,0,1
MI,Hamilton,0,2,0
MI,Hamtramck,1,1,0
MI,Hancock,0,4,0
MI,Harbor Beach,2,0,0
MI,Harbor Springs,0,0,1
MI,Harrison,1,0,0
MI,Harrison Township,1,1,0
MI,Harrison Twp,0,0,1
MI,Harrisville,0,1,0
MI,Hartland,0,2,0
MI,Haslett,1,2,0
MI,Hastings,1,2,0
MI,Hazel Park,0,2,0
MI,Help Desk Analyst,1,0,0
MI,Hemlock,0,0,2
MI,Highland,0,1,1
MI,Highland Park,3,2,3
MI,Hillsdale,1,5,0
MI,Holland,74,30,29
MI,Holly,6,3,3
MI,Holt,1,1,2
MI,Hopkins,0,0,1
MI,Houghton,7,0,1
MI,Houghton Lake,0,2,0
MI,Howard City,0,1,1
MI,Howell,1,16,7
MI,Hudsonville,0,1,0
MI,INKSTER,0,0,1
MI,IRON MOUNTAIN,1,2,4
MI,IRON RIVER,0,2,0
MI,IRONWOOD,0,1,1
MI,Imlay City,0,0,2
MI,Indian River,0,0,2
MI,Ingham County,1,0,0
MI,Inkster,0,1,0
MI,Ionia,0,2,2
MI,Ira,0,0,1
MI,Iron Mountain,4,3,0
MI,Iron River,0,1,0
MI,Ironwood,0,2,0
MI,Ishpeming,0,1,1
MI,Ithaca,0,1,1
MI,JACKSON,6,4,6
MI,Jackson,11,17,17
MI,Jenison,1,1,1
MI,Jones,0,1,0
MI,Jonesville,0,0,2
MI,KALAMAZOO,6,5,15
MI,KENTWOOD,6,4,3
MI,KINGSLEY,1,0,0
MI,Kalamazo,0,0,1
MI,Kalamazoo,45,52,57
MI,Kalamo,0,1,0
MI,Kalkaska,0,0,3
MI,Kent County,0,0,1
MI,Kentwood,3,6,7
MI,Kentwood (Grand Rapids),0,0,1
MI,Kingsford,1,2,0
MI,LAKEVIEW,0,3,0
MI,LANSING,4,3,2
